profile,id,label
core_10-0-0-fd57a64,collectionobject.assocPlaceNote,Object History and Association Information > Associations > Associated place note
core_10-0-0-fd57a64,collectionobject.assocEventName,Object History and Association Information > Associations > Associated event
core_10-0-0-fd57a64,collectionobject.assocEventNameType,Object History and Association Information > Associations > Associated event > Associated event type
core_10-0-0-fd57a64,collectionobject.assocEvent,Object History and Association Information > Associations > Associated controlled event or period/era
core_10-0-0-fd57a64,collectionobject.assocEventOrganization,Object History and Association Information > Associations > Associated event organization
core_10-0-0-fd57a64,collectionobject.assocEventPeople,Object History and Association Information > Associations > Associated event people
core_10-0-0-fd57a64,collectionobject.assocEventPerson,Object History and Association Information > Associations > Associated event person
core_10-0-0-fd57a64,collectionobject.assocEventPlace,Object History and Association Information > Associations > Associated event place
core_10-0-0-fd57a64,collectionobject.assocEventNote,Object History and Association Information > Associations > Associated event note
core_10-0-0-fd57a64,collectionobject.assocStructuredDateGroup,Object History and Association Information > Associations > Associated date value
core_10-0-0-fd57a64,collectionobject.assocDateType,Object History and Association Information > Associations > Associated date type
core_10-0-0-fd57a64,collectionobject.assocDateNote,Object History and Association Information > Associations > Associated date note
core_10-0-0-fd57a64,collectionobject.objectHistoryNote,Object History and Association Information > Object history note
core_10-0-0-fd57a64,collectionobject.usage,Object History and Association Information > Usage
core_10-0-0-fd57a64,collectionobject.usageNote,Object History and Association Information > Usage note
core_10-0-0-fd57a64,collectionobject.owner,Object History and Association Information > Object Owner's Contribution Information > Owner
core_10-0-0-fd57a64,collectionobject.ownershipDateGroup,Object History and Association Information > Ownership date
core_10-0-0-fd57a64,collectionobject.ownershipAccess,Object History and Association Information > Ownership access
core_10-0-0-fd57a64,collectionobject.ownershipCategory,Object History and Association Information > Ownership category
core_10-0-0-fd57a64,collectionobject.ownershipPlace,Object History and Association Information > Ownership place
core_10-0-0-fd57a64,collectionobject.ownershipExchangeMethod,Object History and Association Information > Ownership exchange > Ownership exchange method
core_10-0-0-fd57a64,collectionobject.ownershipExchangeNote,Object History and Association Information > Ownership exchange > Ownership exchange note
core_10-0-0-fd57a64,collectionobject.ownershipExchangePriceCurrency,Object History and Association Information > Ownership exchange > Ownership exchange price currency
core_10-0-0-fd57a64,collectionobject.ownershipExchangePriceValue,Object History and Association Information > Ownership exchange > Ownership exchange price value
core_10-0-0-fd57a64,collectionobject.ownersPersonalExperience,Object Owner's Contribution Information > Owner's personal experience
core_10-0-0-fd57a64,collectionobject.ownersPersonalResponse,Object Owner's Contribution Information > Owner's personal response
core_10-0-0-fd57a64,collectionobject.ownersReference,Object Owner's Contribution Information > Owner's reference
core_10-0-0-fd57a64,collectionobject.ownersContributionNote,Object Owner's Contribution Information > Owner's contribution note
