status,fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
old,fcart collectionobject ext.dimension measurementMethod,fcart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementMethod,Object Description Information,"",Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station"
new,fcart collectionobject ext.dimension value,fcart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.value,Object Description Information,Dimensions > Measurement,Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
old,fcart collectionobject ext.dimension value,fcart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.value,Object Description Information,"",Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
new,fcart collectionobject ext.dimension measurementUnit,fcart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementUnit,Object Description Information,Dimensions > Measurement,Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, feet, gigabytes, inches, kilograms, liters, megabytes, meters, millimeters, minutes, pixels, pounds, square-feet, stories"
old,fcart collectionobject ext.dimension measurementUnit,fcart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementUnit,Object Description Information,"",Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, feet, gigabytes, inches, kilograms, liters, megabytes, meters, millimeters, minutes, pixels, pounds, square-feet, stories"
new,fcart collectionobject ext.dimension valueQualifier,fcart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueQualifier,Object Description Information,Dimensions > Measurement,Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
old,fcart collectionobject ext.dimension valueQualifier,fcart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueQualifier,Object Description Information,"",Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
new,fcart collectionobject ext.dimension valueDate,fcart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueDate,Object Description Information,Dimensions > Measurement,Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
old,fcart collectionobject ext.dimension valueDate,fcart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueDate,Object Description Information,"",Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
new,fcart collectionobject ext.dimension measuredPartNote,fcart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPartNote,Object Description Information,Dimensions,Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"",""
old,fcart collectionobject ext.dimension measuredPartNote,fcart,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPartNote,Object Description Information,"",Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"",""
new,fcart collectionobject ext.contentWorks contentWork,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.contentWorks,ext.contentWorks.contentWork,Object Description Information,Content > Content work,Content work name,contentWorksList > contentWorksGroup,contentWork,string,n,n,y,authority: work/local; authority: work/cona,""
old,fcart collectionobject ext.contentWorks contentWork,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.contentWorks,ext.contentWorks.contentWork,Object Description Information,Content,Content work name,contentWorksList > contentWorksGroup,contentWork,string,n,n,y,authority: work/local; authority: work/cona,""
new,fcart collectionobject ext.contentWorks contentWorkType,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.contentWorks,ext.contentWorks.contentWorkType,Object Description Information,Content > Content work,Content work type,contentWorksList > contentWorksGroup,contentWorkType,string,n,n,y,vocabulary: worktype,""
old,fcart collectionobject ext.contentWorks contentWorkType,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.contentWorks,ext.contentWorks.contentWorkType,Object Description Information,Content,Content work type,contentWorksList > contentWorksGroup,contentWorkType,string,n,n,y,vocabulary: worktype,""
new,fcart collectionobject ext.contentWorks contentWorkNote,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.contentWorks,ext.contentWorks.contentWorkNote,Object Description Information,Content > Content work,Content work note,contentWorksList > contentWorksGroup,contentWorkNote,string,n,n,y,"",""
old,fcart collectionobject ext.contentWorks contentWorkNote,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.contentWorks,ext.contentWorks.contentWorkNote,Object Description Information,Content,Content work note,contentWorksList > contentWorksGroup,contentWorkNote,string,n,n,y,"",""
new,fcart collectionobject ext.technicalSpecs originalFormat,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.technicalSpecs,ext.technicalSpecs.originalFormat,Technical Specs,Film and video component,Original format,filmVideoComponentsList > filmVideoComponentsGroup,originalFormat,string,n,n,y,vocabulary: originalformat,""
old,fcart collectionobject ext.technicalSpecs originalFormat,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.technicalSpecs,ext.technicalSpecs.originalFormat,Technical Specs,"",Original format,filmVideoComponentsList > filmVideoComponentsGroup,originalFormat,string,n,n,y,vocabulary: originalformat,""
new,fcart collectionobject ext.technicalSpecs originalAudioFormat,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.technicalSpecs,ext.technicalSpecs.originalAudioFormat,Technical Specs,Film and video component,Original audio format,filmVideoComponentsList > filmVideoComponentsGroup,originalAudioFormat,string,n,n,y,vocabulary: originalaudioformat,""
old,fcart collectionobject ext.technicalSpecs originalAudioFormat,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.technicalSpecs,ext.technicalSpecs.originalAudioFormat,Technical Specs,"",Original audio format,filmVideoComponentsList > filmVideoComponentsGroup,originalAudioFormat,string,n,n,y,vocabulary: originalaudioformat,""
new,fcart collectionobject ext.technicalSpecs copyProvidedOnAcquisition,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.technicalSpecs,ext.technicalSpecs.copyProvidedOnAcquisition,Technical Specs,"",Copy provided,copiesProvided,copyProvidedOnAcquisition,string,n,y,n,vocabulary: originalformat,""
old,fcart collectionobject ext.technicalSpecs copyProvidedOnAcquisition,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.technicalSpecs,ext.technicalSpecs.copyProvidedOnAcquisition,Technical Specs,field.collectionobjects_variablemedia.copiesProvided,Copy provided,copiesProvided,copyProvidedOnAcquisition,string,n,y,n,vocabulary: originalformat,""
new,fcart collectionobject ext.technicalSpecs screenResolution,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.technicalSpecs,ext.technicalSpecs.screenResolution,Technical Specs,Visual preference,Screen resolution,visualPreferencesList > visualPreferencesGroup,screenResolution,string,n,n,y,vocabulary: screenresolution,""
old,fcart collectionobject ext.technicalSpecs screenResolution,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.technicalSpecs,ext.technicalSpecs.screenResolution,Technical Specs,"",Screen resolution,visualPreferencesList > visualPreferencesGroup,screenResolution,string,n,n,y,vocabulary: screenresolution,""
new,fcart collectionobject ext.technicalSpecs colorPalette,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.technicalSpecs,ext.technicalSpecs.colorPalette,Technical Specs,Visual preference,Color palette,visualPreferencesList > visualPreferencesGroup,colorPalette,string,n,n,y,vocabulary: colorpalette,""
old,fcart collectionobject ext.technicalSpecs colorPalette,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.technicalSpecs,ext.technicalSpecs.colorPalette,Technical Specs,"",Color palette,visualPreferencesList > visualPreferencesGroup,colorPalette,string,n,n,y,vocabulary: colorpalette,""
new,fcart collectionobject ext.technicalSpecs programmingLanguage,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.technicalSpecs,ext.technicalSpecs.programmingLanguage,Technical Specs,Digital work,Programming language,digitalWorksList > digitalWorksGroup,programmingLanguage,string,n,n,y,vocabulary: programminglanguage,""
old,fcart collectionobject ext.technicalSpecs programmingLanguage,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.technicalSpecs,ext.technicalSpecs.programmingLanguage,Technical Specs,"",Programming language,digitalWorksList > digitalWorksGroup,programmingLanguage,string,n,n,y,vocabulary: programminglanguage,""
new,fcart collectionobject ext.technicalSpecs authoringEnvironment,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.technicalSpecs,ext.technicalSpecs.authoringEnvironment,Technical Specs,Digital work,Authoring environment,digitalWorksList > digitalWorksGroup,authoringEnvironment,string,n,n,y,vocabulary: authoringenvironment,""
old,fcart collectionobject ext.technicalSpecs authoringEnvironment,fcart,collectionobject,ns2:collectionobjects_variablemedia,ext.technicalSpecs,ext.technicalSpecs.authoringEnvironment,Technical Specs,"",Authoring environment,digitalWorksList > digitalWorksGroup,authoringEnvironment,string,n,n,y,vocabulary: authoringenvironment,""
new,fcart collectionobject ns2:collectionobjects_common compressionStandard,fcart,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.compressionStandard,Technical Specifications: Audio/Video/Still,File codec,File codec compression standard,fileCodecGroupList > fileCodecGroup,compressionStandard,string,n,n,y,vocabulary: compressionstandards,""
old,fcart collectionobject ns2:collectionobjects_common compressionStandard,fcart,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.compressionStandard,Technical Specifications: Audio/Video/Still,File codec,field.collectionobjects_common.compressionStandard,fileCodecGroupList > fileCodecGroup,compressionStandard,string,n,n,y,vocabulary: compressionstandards,""
new,fcart collectionobject ns2:collectionobjects_common applicationRequired,fcart,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.applicationRequired,Technical Specifications: Software/Web,Interacting application,Interacting application name,applicationInteractionGroupList > applicationInteractionGroup,applicationRequired,string,n,n,y,vocabulary: interactingapplication,""
old,fcart collectionobject ns2:collectionobjects_common applicationRequired,fcart,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.applicationRequired,Technical Specifications: Software/Web,Interacting application,Interacting application name,applicationInteractionGroupList > applicationInteractionGroup,applicationRequired,string,n,n,y,vocabulary: requiredapplication,""
new,fcart conditioncheck ext.technicalChanges technicalChange,fcart,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.technicalChange,Technical Changes,Technical change,Technical change,technicalChangesGroupList > technicalChangesGroup,technicalChange,string,n,n,y,vocabulary: technicalchange,""
old,fcart conditioncheck ext.technicalChanges technicalChange,fcart,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.technicalChange,Technical Changes,"",Technical change,technicalChangesGroupList > technicalChangesGroup,technicalChange,string,n,n,y,vocabulary: technicalchange,""
new,fcart conditioncheck ext.technicalChanges technicalChangeReason,fcart,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.technicalChangeReason,Technical Changes,Technical change,Technical change reason,technicalChangesGroupList > technicalChangesGroup,technicalChangeReason,string,n,n,y,vocabulary: technicalchangereason,""
old,fcart conditioncheck ext.technicalChanges technicalChangeReason,fcart,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.technicalChangeReason,Technical Changes,"",Technical change reason,technicalChangesGroupList > technicalChangesGroup,technicalChangeReason,string,n,n,y,vocabulary: technicalchangereason,""
new,fcart conditioncheck ext.technicalChanges technicalChangeDate,fcart,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.technicalChangeDate,Technical Changes,Technical change,Technical change date,technicalChangesGroupList > technicalChangesGroup,technicalChangeDate,structured date group,n,n,y,"",""
old,fcart conditioncheck ext.technicalChanges technicalChangeDate,fcart,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.technicalChangeDate,Technical Changes,"",Technical change date,technicalChangesGroupList > technicalChangesGroup,technicalChangeDate,structured date group,n,n,y,"",""
new,fcart conditioncheck ext.technicalChanges technicalChangeNote,fcart,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.technicalChangeNote,Technical Changes,Technical change,Technical change note,technicalChangesGroupList > technicalChangesGroup,technicalChangeNote,string,n,n,y,"",""
old,fcart conditioncheck ext.technicalChanges technicalChangeNote,fcart,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.technicalChangeNote,Technical Changes,"",Technical change note,technicalChangesGroupList > technicalChangesGroup,technicalChangeNote,string,n,n,y,"",""
new,fcart conditioncheck ext.technicalChanges previousSupport,fcart,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.previousSupport,Technical Changes,Technical change,Technical change previous support,technicalChangesGroupList > technicalChangesGroup,previousSupport,string,n,n,y,vocabulary: conditionsupport,""
old,fcart conditioncheck ext.technicalChanges previousSupport,fcart,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.previousSupport,Technical Changes,"",Technical change previous support,technicalChangesGroupList > technicalChangesGroup,previousSupport,string,n,n,y,vocabulary: conditionsupport,""
new,fcart conditioncheck ext.technicalChanges newSupport,fcart,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.newSupport,Technical Changes,Technical change,Technical change new support,technicalChangesGroupList > technicalChangesGroup,newSupport,string,n,n,y,vocabulary: conditionsupport,""
old,fcart conditioncheck ext.technicalChanges newSupport,fcart,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.newSupport,Technical Changes,"",Technical change new support,technicalChangesGroupList > technicalChangesGroup,newSupport,string,n,n,y,vocabulary: conditionsupport,""
new,fcart conservation ns2:conservation_common sampleReturned,fcart,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.sampleReturned,Object Analysis Information,Destructive analysis,Destructive analysis sample returned,destAnalysisGroupList > destAnalysisGroup,sampleReturned,boolean,n,n,y,"",""
old,fcart conservation ns2:conservation_common sampleReturned,fcart,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.sampleReturned,Object Analysis Information,Destructive analysis,field.conservation_common.sampleReturned,destAnalysisGroupList > destAnalysisGroup,sampleReturned,boolean,n,n,y,"",""
new,fcart location ns2:locations_common conditionNote,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNote,Storage Location Information,Condition note,Condition note,conditionGroupList > conditionGroup,conditionNote,string,n,n,y,"",""
old,fcart location ns2:locations_common conditionNote,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNote,Storage Location Information,"",Condition note,conditionGroupList > conditionGroup,conditionNote,string,n,n,y,"",""
new,fcart location ns2:locations_common conditionNoteDate,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNoteDate,Storage Location Information,Condition note,Condition note date,conditionGroupList > conditionGroup,conditionNoteDate,date,n,n,y,"",""
old,fcart location ns2:locations_common conditionNoteDate,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNoteDate,Storage Location Information,"",Condition note date,conditionGroupList > conditionGroup,conditionNoteDate,date,n,n,y,"",""
new,fcart media ext.dimension measuredPart,fcart,media,ns2:media_common,ext.dimension,ext.dimension.measuredPart,Media Handling Information,Dimensions,Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, columnsperpage, components, diameter, folios, footprint, frame, image, interior, leaves, lid, linesperpage, mat, mount, overall, panel, paper, patternrepeat, plate, platemark, secondarysupport, sheet, stories, tessera, unframed"
old,fcart media ext.dimension measuredPart,fcart,media,ns2:media_common,ext.dimension,ext.dimension.measuredPart,Media Handling Information,"",Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, columnsperpage, components, diameter, folios, footprint, frame, image, interior, leaves, lid, linesperpage, mat, mount, overall, panel, paper, patternrepeat, plate, platemark, secondarysupport, sheet, stories, tessera, unframed"
new,fcart media ext.dimension dimensionSummary,fcart,media,ns2:media_common,ext.dimension,ext.dimension.dimensionSummary,Media Handling Information,Dimensions,Dimension summary,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"",""
old,fcart media ext.dimension dimensionSummary,fcart,media,ns2:media_common,ext.dimension,ext.dimension.dimensionSummary,Media Handling Information,"",Dimension summary,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"",""
new,fcart media ext.dimension dimension,fcart,media,ns2:media_common,ext.dimension,ext.dimension.dimension,Media Handling Information,Dimensions > Measurement,Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, format, height, length, runningtime, scale, shape, size, stories, target, volume, weight, width"
old,fcart media ext.dimension dimension,fcart,media,ns2:media_common,ext.dimension,ext.dimension.dimension,Media Handling Information,"",Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, format, height, length, runningtime, scale, shape, size, stories, target, volume, weight, width"
new,fcart media ext.dimension measuredBy,fcart,media,ns2:media_common,ext.dimension,ext.dimension.measuredBy,Media Handling Information,Dimensions > Measurement,Measured by,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measuredBy,string,n,n,y,authority: person/local; authority: organization/local,""
old,fcart media ext.dimension measuredBy,fcart,media,ns2:media_common,ext.dimension,ext.dimension.measuredBy,Media Handling Information,"",Measured by,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measuredBy,string,n,n,y,authority: person/local; authority: organization/local,""
new,fcart media ext.dimension measurementMethod,fcart,media,ns2:media_common,ext.dimension,ext.dimension.measurementMethod,Media Handling Information,Dimensions > Measurement,Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station"
old,fcart media ext.dimension measurementMethod,fcart,media,ns2:media_common,ext.dimension,ext.dimension.measurementMethod,Media Handling Information,"",Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station"
new,fcart media ext.dimension value,fcart,media,ns2:media_common,ext.dimension,ext.dimension.value,Media Handling Information,Dimensions > Measurement,Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
old,fcart media ext.dimension value,fcart,media,ns2:media_common,ext.dimension,ext.dimension.value,Media Handling Information,"",Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
new,fcart media ext.dimension measurementUnit,fcart,media,ns2:media_common,ext.dimension,ext.dimension.measurementUnit,Media Handling Information,Dimensions > Measurement,Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, feet, gigabytes, inches, kilograms, liters, megabytes, meters, millimeters, minutes, pixels, pounds, square-feet, stories"
old,fcart media ext.dimension measurementUnit,fcart,media,ns2:media_common,ext.dimension,ext.dimension.measurementUnit,Media Handling Information,"",Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, feet, gigabytes, inches, kilograms, liters, megabytes, meters, millimeters, minutes, pixels, pounds, square-feet, stories"
new,fcart media ext.dimension valueQualifier,fcart,media,ns2:media_common,ext.dimension,ext.dimension.valueQualifier,Media Handling Information,Dimensions > Measurement,Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
old,fcart media ext.dimension valueQualifier,fcart,media,ns2:media_common,ext.dimension,ext.dimension.valueQualifier,Media Handling Information,"",Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
new,fcart media ext.dimension valueDate,fcart,media,ns2:media_common,ext.dimension,ext.dimension.valueDate,Media Handling Information,Dimensions > Measurement,Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
old,fcart media ext.dimension valueDate,fcart,media,ns2:media_common,ext.dimension,ext.dimension.valueDate,Media Handling Information,"",Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
new,fcart media ext.dimension measuredPartNote,fcart,media,ns2:media_common,ext.dimension,ext.dimension.measuredPartNote,Media Handling Information,Dimensions,Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"",""
old,fcart media ext.dimension measuredPartNote,fcart,media,ns2:media_common,ext.dimension,ext.dimension.measuredPartNote,Media Handling Information,"",Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"",""
new,fcart media not-mapped mediaFileURI,fcart,media,not-mapped,not-mapped,not-mapped.mediaFileURI,"","","","",mediaFileURI,string,n,n,n/a,"",""
old,fcart media not-mapped mediaFileURI,fcart,media,not-mapped,not-mapped,not-mapped.mediaFileURI,,"",field.not-mapped.mediaFileURI,"",mediaFileURI,string,n,n,n/a,"",""
new,fcart place ext.address addressPlace1,fcart,place,ns2:places_common,ext.address,ext.address.addressPlace1,Place Information,Address,Address line 1,addrGroupList > addrGroup,addressPlace1,string,n,n,y,"",""
old,fcart place ext.address addressPlace1,fcart,place,ns2:places_common,ext.address,ext.address.addressPlace1,Place Information,"",Address line 1,addrGroupList > addrGroup,addressPlace1,string,n,n,y,"",""
new,fcart place ext.address addressPlace2,fcart,place,ns2:places_common,ext.address,ext.address.addressPlace2,Place Information,Address,Address line 2,addrGroupList > addrGroup,addressPlace2,string,n,n,y,"",""
old,fcart place ext.address addressPlace2,fcart,place,ns2:places_common,ext.address,ext.address.addressPlace2,Place Information,"",Address line 2,addrGroupList > addrGroup,addressPlace2,string,n,n,y,"",""
new,fcart place ext.address addressMunicipality,fcart,place,ns2:places_common,ext.address,ext.address.addressMunicipality,Place Information,Address,Address municipality,addrGroupList > addrGroup,addressMunicipality,string,n,n,y,authority: place/local; authority: place/tgn,""
old,fcart place ext.address addressMunicipality,fcart,place,ns2:places_common,ext.address,ext.address.addressMunicipality,Place Information,"",Address municipality,addrGroupList > addrGroup,addressMunicipality,string,n,n,y,authority: place/local; authority: place/tgn,""
new,fcart place ext.address addressStateOrProvince,fcart,place,ns2:places_common,ext.address,ext.address.addressStateOrProvince,Place Information,Address,Address state/province,addrGroupList > addrGroup,addressStateOrProvince,string,n,n,y,authority: place/local; authority: place/tgn,""
old,fcart place ext.address addressStateOrProvince,fcart,place,ns2:places_common,ext.address,ext.address.addressStateOrProvince,Place Information,"",Address state/province,addrGroupList > addrGroup,addressStateOrProvince,string,n,n,y,authority: place/local; authority: place/tgn,""
new,fcart place ext.address addressPostCode,fcart,place,ns2:places_common,ext.address,ext.address.addressPostCode,Place Information,Address,Address postal code,addrGroupList > addrGroup,addressPostCode,string,n,n,y,"",""
old,fcart place ext.address addressPostCode,fcart,place,ns2:places_common,ext.address,ext.address.addressPostCode,Place Information,"",Address postal code,addrGroupList > addrGroup,addressPostCode,string,n,n,y,"",""
new,fcart place ext.address addressCountry,fcart,place,ns2:places_common,ext.address,ext.address.addressCountry,Place Information,Address,Address country,addrGroupList > addrGroup,addressCountry,string,n,n,y,authority: place/local; authority: place/tgn,""
old,fcart place ext.address addressCountry,fcart,place,ns2:places_common,ext.address,ext.address.addressCountry,Place Information,"",Address country,addrGroupList > addrGroup,addressCountry,string,n,n,y,authority: place/local; authority: place/tgn,""
new,fcart place ext.address addressType,fcart,place,ns2:places_common,ext.address,ext.address.addressType,Place Information,Address,Address type,addrGroupList > addrGroup,addressType,string,n,n,y,vocabulary: addresstype,""
old,fcart place ext.address addressType,fcart,place,ns2:places_common,ext.address,ext.address.addressType,Place Information,"",Address type,addrGroupList > addrGroup,addressType,string,n,n,y,vocabulary: addresstype,""
new,fcart transport ns2:transports_common courier,fcart,transport,ns2:transports_common,ns2:transports_common,transports_common.courier,Transport Information,Courier,Courier name,courierGroupList > courierGroup,courier,string,n,n,y,authority: person/local; authority: organization/local,""
old,fcart transport ns2:transports_common courier,fcart,transport,ns2:transports_common,ns2:transports_common,transports_common.courier,Transport Information,"",Courier name,courierGroupList > courierGroup,courier,string,n,n,y,authority: person/local; authority: organization/local,""
new,fcart transport ns2:transports_common courierContactNumber,fcart,transport,ns2:transports_common,ns2:transports_common,transports_common.courierContactNumber,Transport Information,Courier,Courier contact number,courierGroupList > courierGroup,courierContactNumber,string,n,n,y,"",""
old,fcart transport ns2:transports_common courierContactNumber,fcart,transport,ns2:transports_common,ns2:transports_common,transports_common.courierContactNumber,Transport Information,"",Courier contact number,courierGroupList > courierGroup,courierContactNumber,string,n,n,y,"",""
new,fcart uoc ns2:uoc_common useDateHoursSpent,fcart,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.useDateHoursSpent,Use of Collections Information,Start/ongoing date,Start/ongoing date hours spent,useDateGroupList > useDateGroup,useDateHoursSpent,float,n,n,y,"",""
old,fcart uoc ns2:uoc_common useDateHoursSpent,fcart,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.useDateHoursSpent,Use of Collections Information,Start/ongoing date,field.uoc_common.useDateHoursSpent,useDateGroupList > useDateGroup,useDateHoursSpent,float,n,n,y,"",""
new,fcart work ext.address addressPlace1,fcart,work,ns2:works_common,ext.address,ext.address.addressPlace1,Work Information,Address,Address line 1,addrGroupList > addrGroup,addressPlace1,string,n,n,y,"",""
old,fcart work ext.address addressPlace1,fcart,work,ns2:works_common,ext.address,ext.address.addressPlace1,Work Information,"",Address line 1,addrGroupList > addrGroup,addressPlace1,string,n,n,y,"",""
new,fcart work ext.address addressPlace2,fcart,work,ns2:works_common,ext.address,ext.address.addressPlace2,Work Information,Address,Address line 2,addrGroupList > addrGroup,addressPlace2,string,n,n,y,"",""
old,fcart work ext.address addressPlace2,fcart,work,ns2:works_common,ext.address,ext.address.addressPlace2,Work Information,"",Address line 2,addrGroupList > addrGroup,addressPlace2,string,n,n,y,"",""
