fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source_type,data_source_name,option_list_values,dumbfieldname,new?
botgarden collectionobject ext.accessionuse accessionUseRequestDate,botgarden,collectionobject,ns2:collectionobjects_accessionuse,ext.accessionuse,ext.accessionuse.accessionUseRequestDate,Accession Use Information,"",Accession use request date,accessionUseGroupList > accessionUseGroup,accessionUseRequestDate,date,n,n,y,"","","",collectionobject accessionUseRequestDate,""
botgarden collectionobject ext.accessionuse accessionUseFilledDate,botgarden,collectionobject,ns2:collectionobjects_accessionuse,ext.accessionuse,ext.accessionuse.accessionUseFilledDate,Accession Use Information,"",Accession use filled date,accessionUseGroupList > accessionUseGroup,accessionUseFilledDate,date,n,n,y,"","","",collectionobject accessionUseFilledDate,""
botgarden collectionobject ext.accessionuse accessionUserMaterialType,botgarden,collectionobject,ns2:collectionobjects_accessionuse,ext.accessionuse,ext.accessionuse.accessionUserMaterialType,Accession Use Information,"",Accession use material type,accessionUseGroupList > accessionUseGroup,accessionUserMaterialType,string,n,n,y,vocabulary,materialtype,"",collectionobject accessionUserMaterialType,""
botgarden collectionobject ext.accessionuse accessionUseNotes,botgarden,collectionobject,ns2:collectionobjects_accessionuse,ext.accessionuse,ext.accessionuse.accessionUseNotes,Accession Use Information,"",Accession use note,accessionUseGroupList > accessionUseGroup,accessionUseNotes,string,n,n,y,"","","",collectionobject accessionUseNotes,""
botgarden collectionobject ns2:collectionobjects_common assocActivity,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocActivity,Associations,"",Associated activity,assocActivityGroupList > assocActivityGroup,assocActivity,string,n,n,y,"","","",collectionobject assocActivity,""
botgarden collectionobject ns2:collectionobjects_common assocActivityType,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocActivityType,Associations,"",Associated activity type,assocActivityGroupList > assocActivityGroup,assocActivityType,string,n,n,y,"","","",collectionobject assocActivityType,""
botgarden collectionobject ns2:collectionobjects_common assocActivityNote,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocActivityNote,Associations,"",Associated activity note,assocActivityGroupList > assocActivityGroup,assocActivityNote,string,n,n,y,"","","",collectionobject assocActivityNote,""
botgarden collectionobject ns2:collectionobjects_common assocObject,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocObject,Associations,"",Associated object,assocObjectGroupList > assocObjectGroup,assocObject,string,n,n,y,"","","",collectionobject assocObject,""
botgarden collectionobject ns2:collectionobjects_common assocObjectType,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocObjectType,Associations,"",Associated object type,assocObjectGroupList > assocObjectGroup,assocObjectType,string,n,n,y,"","","",collectionobject assocObjectType,""
botgarden collectionobject ns2:collectionobjects_common assocObjectNote,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocObjectNote,Associations,"",Associated object note,assocObjectGroupList > assocObjectGroup,assocObjectNote,string,n,n,y,"","","",collectionobject assocObjectNote,""
botgarden collectionobject ns2:collectionobjects_common assocConcept,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocConcept,Associations,"",Associated concept,assocConceptGroupList > assocConceptGroup,assocConcept,string,n,n,y,"","","",collectionobject assocConcept,""
botgarden collectionobject ns2:collectionobjects_common assocConceptType,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocConceptType,Associations,"",Associated concept type,assocConceptGroupList > assocConceptGroup,assocConceptType,string,n,n,y,"","","",collectionobject assocConceptType,""
botgarden collectionobject ns2:collectionobjects_common assocConceptNote,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocConceptNote,Associations,"",Associated concept note,assocConceptGroupList > assocConceptGroup,assocConceptNote,string,n,n,y,"","","",collectionobject assocConceptNote,""
botgarden collectionobject ns2:collectionobjects_common assocCulturalContext,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocCulturalContext,Associations,"",Associated cultural affinity,assocCulturalContextGroupList > assocCulturalContextGroup,assocCulturalContext,string,n,n,y,"","","",collectionobject assocCulturalContext,""
botgarden collectionobject ns2:collectionobjects_common assocCulturalContextType,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocCulturalContextType,Associations,"",Associated cultural affinity type,assocCulturalContextGroupList > assocCulturalContextGroup,assocCulturalContextType,string,n,n,y,"","","",collectionobject assocCulturalContextType,""
botgarden collectionobject ns2:collectionobjects_common assocCulturalContextNote,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocCulturalContextNote,Associations,"",Associated cultural affinity note,assocCulturalContextGroupList > assocCulturalContextGroup,assocCulturalContextNote,string,n,n,y,"","","",collectionobject assocCulturalContextNote,""
botgarden collectionobject ns2:collectionobjects_common assocOrganization,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocOrganization,Associations,"",Associated organization,assocOrganizationGroupList > assocOrganizationGroup,assocOrganization,string,n,n,y,authority,organization/local,"",collectionobject assocOrganization,""
botgarden collectionobject ns2:collectionobjects_common assocOrganizationType,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocOrganizationType,Associations,"",Associated organization type,assocOrganizationGroupList > assocOrganizationGroup,assocOrganizationType,string,n,n,y,"","","",collectionobject assocOrganizationType,""
botgarden collectionobject ns2:collectionobjects_common assocOrganizationNote,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocOrganizationNote,Associations,"",Associated organization note,assocOrganizationGroupList > assocOrganizationGroup,assocOrganizationNote,string,n,n,y,"","","",collectionobject assocOrganizationNote,""
botgarden collectionobject ns2:collectionobjects_common assocPeople,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPeople,Associations,"",Associated people,assocPeopleGroupList > assocPeopleGroup,assocPeople,string,n,n,y,"","","",collectionobject assocPeople,""
botgarden collectionobject ns2:collectionobjects_common assocPeopleType,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPeopleType,Associations,"",Associated people type,assocPeopleGroupList > assocPeopleGroup,assocPeopleType,string,n,n,y,"","","",collectionobject assocPeopleType,""
botgarden collectionobject ns2:collectionobjects_common assocPeopleNote,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPeopleNote,Associations,"",Associated people note,assocPeopleGroupList > assocPeopleGroup,assocPeopleNote,string,n,n,y,"","","",collectionobject assocPeopleNote,""
botgarden collectionobject ns2:collectionobjects_common assocPerson,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPerson,Associations,"",Associated person,assocPersonGroupList > assocPersonGroup,assocPerson,string,n,n,y,authority,person/local,"",collectionobject assocPerson,""
botgarden collectionobject ns2:collectionobjects_common assocPersonType,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPersonType,Associations,"",Associated person type,assocPersonGroupList > assocPersonGroup,assocPersonType,string,n,n,y,"","","",collectionobject assocPersonType,""
botgarden collectionobject ns2:collectionobjects_common assocPersonNote,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPersonNote,Associations,"",Associated person note,assocPersonGroupList > assocPersonGroup,assocPersonNote,string,n,n,y,"","","",collectionobject assocPersonNote,""
botgarden collectionobject ns2:collectionobjects_common assocPlace,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPlace,Associations,"",Associated place,assocPlaceGroupList > assocPlaceGroup,assocPlace,string,n,n,y,"","","",collectionobject assocPlace,""
botgarden collectionobject ns2:collectionobjects_common assocPlaceType,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPlaceType,Associations,"",Associated place type,assocPlaceGroupList > assocPlaceGroup,assocPlaceType,string,n,n,y,"","","",collectionobject assocPlaceType,""
botgarden collectionobject ns2:collectionobjects_common assocPlaceNote,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPlaceNote,Associations,"",Associated place note,assocPlaceGroupList > assocPlaceGroup,assocPlaceNote,string,n,n,y,"","","",collectionobject assocPlaceNote,""
botgarden collectionobject ns2:collectionobjects_common assocEventName,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventName,Associations,"",Associated event,"",assocEventName,string,n,n,n/a,"","","",collectionobject assocEventName,""
botgarden collectionobject ns2:collectionobjects_common assocEventNameType,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventNameType,Associations,"",Associated event type,"",assocEventNameType,string,n,n,n/a,"","","",collectionobject assocEventNameType,""
botgarden collectionobject ns2:collectionobjects_common assocEventOrganization,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventOrganization,Associations,"",Associated event organization,assocEventOrganizations,assocEventOrganization,string,n,y,n,authority,organization/local,"",collectionobject assocEventOrganization,""
botgarden collectionobject ns2:collectionobjects_common assocEventPeople,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventPeople,Associations,"",Associated event people,assocEventPeoples,assocEventPeople,string,n,y,n,"","","",collectionobject assocEventPeople,""
botgarden collectionobject ns2:collectionobjects_common assocEventPerson,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventPerson,Associations,"",Associated event person,assocEventPersons,assocEventPerson,string,n,y,n,authority,person/local,"",collectionobject assocEventPerson,""
botgarden collectionobject ns2:collectionobjects_common assocEventPlace,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventPlace,Associations,"",Associated event place,assocEventPlaces,assocEventPlace,string,n,y,n,"","","",collectionobject assocEventPlace,""
botgarden collectionobject ns2:collectionobjects_common assocEventNote,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventNote,Associations,"",Associated event note,"",assocEventNote,string,n,n,n/a,"","","",collectionobject assocEventNote,""
botgarden collectionobject ns2:collectionobjects_common assocStructuredDateGroup,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocStructuredDateGroup,Associations,"",Associated date value,assocDateGroupList > assocDateGroup,assocStructuredDateGroup,structured date group,n,n,y,"","","",collectionobject assocStructuredDateGroup,""
botgarden collectionobject ns2:collectionobjects_common assocDateType,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocDateType,Associations,"",Associated date type,assocDateGroupList > assocDateGroup,assocDateType,string,n,n,y,"","","",collectionobject assocDateType,""
botgarden collectionobject ns2:collectionobjects_common assocDateNote,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocDateNote,Associations,"",Associated date note,assocDateGroupList > assocDateGroup,assocDateNote,string,n,n,y,"","","",collectionobject assocDateNote,""
botgarden collectionobject ns2:collectionobjects_common objectHistoryNote,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectHistoryNote,Object History and Association Information,"",Object history note,"",objectHistoryNote,string,n,n,n/a,"","","",collectionobject objectHistoryNote,""
botgarden collectionobject ns2:collectionobjects_common usage,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.usage,Object History and Association Information,"",Usage,usageGroupList > usageGroup,usage,string,n,n,y,"","","",collectionobject usage,""
botgarden collectionobject ns2:collectionobjects_common usageNote,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.usageNote,Object History and Association Information,"",Usage note,usageGroupList > usageGroup,usageNote,string,n,n,y,"","","",collectionobject usageNote,""
botgarden collectionobject ns2:collectionobjects_common owner,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.owner,Object Owner's Contribution Information,"",Owner,owners,owner,string,n,y,n,authority,person/local; organization/local,"",collectionobject owner,""
botgarden collectionobject ns2:collectionobjects_common ownershipDateGroup,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipDateGroup,Object History and Association Information,"",Ownership date,ownershipDateGroupList,ownershipDateGroup,structured date group,n,y,n,"","","",collectionobject ownershipDateGroup,""
botgarden collectionobject ns2:collectionobjects_common ownershipAccess,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipAccess,Object History and Association Information,"",Ownership access,"",ownershipAccess,string,n,n,n/a,option list,ownershipAccessLevels,"limited, open, restricted",collectionobject ownershipAccess,""
botgarden collectionobject ns2:collectionobjects_common ownershipCategory,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipCategory,Object History and Association Information,"",Ownership category,"",ownershipCategory,string,n,n,n/a,option list,ownershipCategories,"company, private, public",collectionobject ownershipCategory,""
botgarden collectionobject ns2:collectionobjects_common ownershipPlace,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipPlace,Object History and Association Information,"",Ownership place,"",ownershipPlace,string,n,n,n/a,"","","",collectionobject ownershipPlace,""
botgarden collectionobject ns2:collectionobjects_common ownershipExchangeMethod,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipExchangeMethod,Object History and Association Information,"",Ownership exchange method,"",ownershipExchangeMethod,string,n,n,n/a,option list,ownershipExchangeMethods,"bequest, exchange, gift, purchase, transfer, treasure",collectionobject ownershipExchangeMethod,""
botgarden collectionobject ns2:collectionobjects_common ownershipExchangeNote,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipExchangeNote,Object History and Association Information,"",Ownership exchange note,"",ownershipExchangeNote,string,n,n,n/a,"","","",collectionobject ownershipExchangeNote,""
botgarden collectionobject ns2:collectionobjects_common ownershipExchangePriceCurrency,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipExchangePriceCurrency,Object History and Association Information,"",Ownership exchange price currency,"",ownershipExchangePriceCurrency,string,n,n,n/a,vocabulary,currency,"",collectionobject ownershipExchangePriceCurrency,""
botgarden collectionobject ns2:collectionobjects_common ownershipExchangePriceValue,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipExchangePriceValue,Object History and Association Information,"",Ownership exchange price value,"",ownershipExchangePriceValue,float,n,n,n/a,"","","",collectionobject ownershipExchangePriceValue,""
botgarden collectionobject ns2:collectionobjects_common reference,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.reference,Reference Information,"",Reference,referenceGroupList > referenceGroup,reference,string,n,n,y,"","","",collectionobject reference,""
botgarden collectionobject ns2:collectionobjects_common referenceNote,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.referenceNote,Reference Information,"",Reference note,referenceGroupList > referenceGroup,referenceNote,string,n,n,y,"","","",collectionobject referenceNote,""
botgarden collectionobject ns2:collectionobjects_common relatedLink,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.relatedLink,Reference Information,"",Published related link url,publishedRelatedLinkGroupList > publishedRelatedLinkGroup,relatedLink,string,n,n,y,"","","",collectionobject relatedLink,""
botgarden collectionobject ns2:collectionobjects_common descriptiveTitle,botgarden,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.descriptiveTitle,Reference Information,"",Published related link descriptive title,publishedRelatedLinkGroupList > publishedRelatedLinkGroup,descriptiveTitle,string,n,n,y,"","","",collectionobject descriptiveTitle,""
botgarden concept ns2:concepts_common termDisplayName,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termDisplayName,Concept Information,"",Term display name,conceptTermGroupList > conceptTermGroup,termDisplayName,string,y,n,y,"","","",concept termDisplayName,""
botgarden concept ns2:concepts_common termName,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termName,Concept Information,"",Term name,conceptTermGroupList > conceptTermGroup,termName,string,n,n,y,"","","",concept termName,""
botgarden concept ns2:concepts_common termQualifier,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termQualifier,Concept Information,"",Term qualifier,conceptTermGroupList > conceptTermGroup,termQualifier,string,n,n,y,"","","",concept termQualifier,""
botgarden concept ns2:concepts_common termStatus,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termStatus,Concept Information,"",Term status,conceptTermGroupList > conceptTermGroup,termStatus,string,n,n,y,option list,conceptTermStatuses,"accepted, provisional, rejected, under review",concept termStatus,""
botgarden concept ns2:concepts_common termType,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termType,Concept Information,"",Term type,conceptTermGroupList > conceptTermGroup,termType,string,n,n,y,option list,conceptTermTypes,"alternate descriptor, descriptor, used for term",concept termType,""
botgarden concept ns2:concepts_common termFlag,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termFlag,Concept Information,"",Term flag,conceptTermGroupList > conceptTermGroup,termFlag,string,n,n,y,vocabulary,concepttermflag,"",concept termFlag,""
botgarden concept ns2:concepts_common historicalStatus,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.historicalStatus,Concept Information,"",Term historical status,conceptTermGroupList > conceptTermGroup,historicalStatus,string,n,n,y,option list,conceptHistoricalStatuses,"both, current, historical, unknown",concept historicalStatus,""
botgarden concept ns2:concepts_common termLanguage,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termLanguage,Concept Information,"",Term language,conceptTermGroupList > conceptTermGroup,termLanguage,string,n,n,y,vocabulary,languages,"",concept termLanguage,""
botgarden concept ns2:concepts_common termPrefForLang,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termPrefForLang,Concept Information,"",Term preferred for lang,conceptTermGroupList > conceptTermGroup,termPrefForLang,boolean,n,n,y,"","","",concept termPrefForLang,""
botgarden concept ns2:concepts_common termSource,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSource,Concept Information,"",Term source name,conceptTermGroupList > conceptTermGroup,termSource,string,n,n,y,authority,citation/local; citation/worldcat,"",concept termSource,""
botgarden concept ns2:concepts_common termSourceDetail,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSourceDetail,Concept Information,"",Term source detail,conceptTermGroupList > conceptTermGroup,termSourceDetail,string,n,n,y,"","","",concept termSourceDetail,""
botgarden concept ns2:concepts_common termSourceID,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSourceID,Concept Information,"",Term source ID,conceptTermGroupList > conceptTermGroup,termSourceID,string,n,n,y,"","","",concept termSourceID,""
botgarden concept ns2:concepts_common termSourceNote,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSourceNote,Concept Information,"",Term source note,conceptTermGroupList > conceptTermGroup,termSourceNote,string,n,n,y,"","","",concept termSourceNote,""
botgarden concept ns2:concepts_common conceptRecordType,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.conceptRecordType,Concept Information,"",Concept type,conceptRecordTypes,conceptRecordType,string,n,y,n,vocabulary,concepttype,"",concept conceptRecordType,""
botgarden concept ns2:concepts_common scopeNote,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.scopeNote,Concept Information,"",Scope note,"",scopeNote,string,n,n,n/a,"","","",concept scopeNote,""
botgarden concept ns2:concepts_common scopeNoteSource,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.scopeNoteSource,Concept Information,"",Scope note source,"",scopeNoteSource,string,n,n,n/a,"","","",concept scopeNoteSource,""
botgarden concept ns2:concepts_common scopeNoteSourceDetail,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.scopeNoteSourceDetail,Concept Information,"",Scope note source detail,"",scopeNoteSourceDetail,string,n,n,n/a,"","","",concept scopeNoteSourceDetail,""
botgarden concept ns2:concepts_common citationSource,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.citationSource,Concept Information,"",Citation source,citationGroupList > citationGroup,citationSource,string,n,n,y,"","","",concept citationSource,""
botgarden concept ns2:concepts_common citationSourceDetail,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.citationSourceDetail,Concept Information,"",Citation source detail,citationGroupList > citationGroup,citationSourceDetail,string,n,n,y,"","","",concept citationSourceDetail,""
botgarden concept ns2:concepts_common additionalSource,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSource,Concept Information,"",Additional source,additionalSourceGroupList > additionalSourceGroup,additionalSource,string,n,n,y,"","","",concept additionalSource,""
botgarden concept ns2:concepts_common additionalSourceDetail,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSourceDetail,Concept Information,"",Additional source detail,additionalSourceGroupList > additionalSourceGroup,additionalSourceDetail,string,n,n,y,"","","",concept additionalSourceDetail,""
botgarden concept ns2:concepts_common additionalSourceID,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSourceID,Concept Information,"",Additional source ID,additionalSourceGroupList > additionalSourceGroup,additionalSourceID,string,n,n,y,"","","",concept additionalSourceID,""
botgarden concept ns2:concepts_common additionalSourceNote,botgarden,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSourceNote,Concept Information,"",Additional source note,additionalSourceGroupList > additionalSourceGroup,additionalSourceNote,string,n,n,y,"","","",concept additionalSourceNote,""
botgarden conditioncheck ns2:conditionchecks_common conditionCheckRefNumber,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionCheckRefNumber,Condition Check/Technical Assessment Information,"",Reference number,"",conditionCheckRefNumber,string,y,n,n/a,"","","",conditioncheck conditionCheckRefNumber,""
botgarden conditioncheck ns2:conditionchecks_common conditionCheckAssessmentDate,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionCheckAssessmentDate,Condition Check/Technical Assessment Information,"",Check/assessment date,"",conditionCheckAssessmentDate,date,n,n,n/a,"","","",conditioncheck conditionCheckAssessmentDate,""
botgarden conditioncheck ns2:conditionchecks_common conditionCheckMethod,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionCheckMethod,Condition Check/Technical Assessment Information,"",Method,"",conditionCheckMethod,string,n,n,n/a,option list,conditionCheckMethods,"observed, xrayed",conditioncheck conditionCheckMethod,""
botgarden conditioncheck ns2:conditionchecks_common conditionCheckReason,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionCheckReason,Condition Check/Technical Assessment Information,"",Reason,"",conditionCheckReason,string,n,n,n/a,option list,conditionCheckReasons,"conservation, damagedintransit, exhibition, loanin, newacquisition",conditioncheck conditionCheckReason,""
botgarden conditioncheck ns2:conditionchecks_common conditionChecker,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionChecker,Condition Check/Technical Assessment Information,"",Checker/assessor,"",conditionChecker,string,n,n,n/a,authority,person/local; organization/local,"",conditioncheck conditionChecker,""
botgarden conditioncheck ns2:conditionchecks_common conditionCheckNote,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionCheckNote,Condition Check/Technical Assessment Information,"",Note,"",conditionCheckNote,string,n,n,n/a,"","","",conditioncheck conditionCheckNote,""
botgarden conditioncheck ns2:conditionchecks_common objectAuditCategory,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.objectAuditCategory,Object Condition Information,"",Object audit category,"",objectAuditCategory,string,n,n,n/a,option list,objectAuditCategories,"high, low, medium",conditioncheck objectAuditCategory,""
botgarden conditioncheck ns2:conditionchecks_common conservationTreatmentPriority,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conservationTreatmentPriority,Object Condition Information,"",Conservation treatment priority,"",conservationTreatmentPriority,string,n,n,n/a,option list,conservationTreatmentPriorities,"high, low, medium",conditioncheck conservationTreatmentPriority,""
botgarden conditioncheck ns2:conditionchecks_common nextConditionCheckDate,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.nextConditionCheckDate,Object Condition Information,"",Next check/assessment date,"",nextConditionCheckDate,date,n,n,n/a,"","","",conditioncheck nextConditionCheckDate,""
botgarden conditioncheck ns2:conditionchecks_common completeness,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.completeness,Object Condition Information,"",Completeness description,completenessGroupList > completenessGroup,completeness,string,n,n,y,option list,completenessLevels,"complete, fragmented, incomplete",conditioncheck completeness,""
botgarden conditioncheck ns2:conditionchecks_common completenessDate,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.completenessDate,Object Condition Information,"",Completeness date,completenessGroupList > completenessGroup,completenessDate,date,n,n,y,"","","",conditioncheck completenessDate,""
botgarden conditioncheck ns2:conditionchecks_common completenessNote,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.completenessNote,Object Condition Information,"",Completeness note,completenessGroupList > completenessGroup,completenessNote,string,n,n,y,"","","",conditioncheck completenessNote,""
botgarden conditioncheck ns2:conditionchecks_common hazard,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.hazard,Object Condition Information,"",Hazard description,hazardGroupList > hazardGroup,hazard,string,n,n,y,option list,hazards,"poisonous, radioactive",conditioncheck hazard,""
botgarden conditioncheck ns2:conditionchecks_common hazardDate,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.hazardDate,Object Condition Information,"",Hazard date,hazardGroupList > hazardGroup,hazardDate,date,n,n,y,"","","",conditioncheck hazardDate,""
botgarden conditioncheck ns2:conditionchecks_common hazardNote,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.hazardNote,Object Condition Information,"",Hazard note,hazardGroupList > hazardGroup,hazardNote,string,n,n,y,"","","",conditioncheck hazardNote,""
botgarden conditioncheck ns2:conditionchecks_common techAssessment,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.techAssessment,Object Condition Information,"",Technical assessment description,techAssessmentGroupList > techAssessmentGroup,techAssessment,string,n,n,y,"","","",conditioncheck techAssessment,""
botgarden conditioncheck ns2:conditionchecks_common techAssessmentDate,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.techAssessmentDate,Object Condition Information,"",Technical assessment date,techAssessmentGroupList > techAssessmentGroup,techAssessmentDate,date,n,n,y,"","","",conditioncheck techAssessmentDate,""
